postcode,In Use?,latitude,longitude,easting,northing,grid ref,county,district,ward,district code,ward code,country,county code,constituency,introduced,terminated,parish,national park,population,households,built up area,built up sub-division,lower layer super output area,rural/urban,region,altitude,london zone,LSOA code,local authority,MSOA code,middle layer super output area,parish code,census output area,constituency code,index of Multiple Deprivation,quality,user type,last updated
WC1A 1HH,Yes,51.516695,-0.129361,529894,181411,TQ298814,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028A","Urban major conurbation",London,39,1,E01000855,,E02000193,"Camden 028",E43000197,E00174659,E14000750,16377,1,0,2018-08-21
WC1A 1HL,Yes,51.516632,-0.129911,529856,181403,TQ298814,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028A","Urban major conurbation",London,38,1,E01000855,,E02000193,"Camden 028",E43000197,E00174659,E14000750,16377,1,0,2018-08-21
WC1A 1HN,Yes,51.516632,-0.129911,529856,181403,TQ298814,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028A","Urban major conurbation",London,38,1,E01000855,,E02000193,"Camden 028",E43000197,E00174659,E14000750,16377,1,1,2018-08-21
WC1A 1HP,Yes,51.516849,-0.129441,529888,181428,TQ298814,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",2005-03-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028A","Urban major conurbation",London,39,1,E01000855,,E02000193,"Camden 028",E43000197,E00174659,E14000750,16377,1,0,2018-08-21
WC1A 1HU,Yes,51.517252,-0.126344,530102,181478,TQ301814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1985-04-01,,"Camden, unparished area","",7,2,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1JB,Yes,51.517194,-0.127899,529994,181469,TQ299814,"Greater London","Camden","Bloomsbury",E09000007,E05000129,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",65,40,"Greater London","Camden","Camden 028A","Urban major conurbation",London,38,1,E01000855,,E02000193,"Camden 028",E43000197,E00174659,E14000750,16377,1,0,2018-08-21
WC1A 1JD,Yes,51.517717,-0.126898,530062,181529,TQ300815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",20,14,"Greater London","Camden","Camden 028D","Urban major conurbation",London,34,1,E01000919,,E02000193,"Camden 028",E43000197,E00004522,E14000750,9904,1,0,2018-08-21
WC1A 1JH,Yes,51.516719,-0.125786,530142,181420,TQ301814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",10,7,"Greater London","Camden","Camden 028D","Urban major conurbation",London,34,1,E01000919,,E02000193,"Camden 028",E43000197,E00004522,E14000750,9904,1,0,2018-08-21
WC1A 1JJ,Yes,51.516786,-0.12548,530163,181428,TQ301814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1JL,Yes,51.517599,-0.125677,530147,181518,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1JN,Yes,51.517361,-0.125413,530166,181492,TQ301814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1985-10-01,,"Camden, unparished area","",3,2,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1JR,Yes,51.516395,-0.125165,530186,181385,TQ301813,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028D","Urban major conurbation",London,36,1,E01000919,,E02000193,"Camden 028",E43000197,E00004522,E14000750,9904,1,0,2018-08-21
WC1A 1JS,Yes,51.516878,-0.125044,530193,181439,TQ301814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",21,16,"Greater London","Camden","Camden 028C","Urban major conurbation",London,36,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1JT,Yes,51.517599,-0.125663,530148,181518,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",2,1,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1JU,Yes,51.5176,-0.125652,530149,181518,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1LG,Yes,51.51791,-0.126039,530121,181552,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 1LH,Yes,51.517919,-0.126039,530121,181553,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",15,7,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 1LP,Yes,51.518013,-0.125704,530144,181564,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",15,5,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 1LQ,Yes,51.518113,-0.125786,530138,181575,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 1LT,Yes,51.517929,-0.125534,530156,181555,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 1LU,Yes,51.517929,-0.125548,530155,181555,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 1LY,Yes,51.517654,-0.125199,530180,181525,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",21,6,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 1LZ,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",1995-07-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
WC1A 1NH,Yes,51.517302,-0.126266,530107,181484,TQ301814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",11,3,"Greater London","Camden","Camden 028C","Urban major conurbation",London,33,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1NJ,Yes,51.51753,-0.126415,530096,181509,TQ300815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",13,9,"Greater London","Camden","Camden 028C","Urban major conurbation",London,33,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1NL,Yes,51.517657,-0.12654,530087,181523,TQ300815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",30,19,"Greater London","Camden","Camden 028C","Urban major conurbation",London,33,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1NN,Yes,51.51774,-0.126666,530078,181532,TQ300815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",4,1,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1NP,Yes,51.517838,-0.126435,530094,181543,TQ300815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",2,1,"Greater London","Camden","Camden 028C","Urban major conurbation",London,33,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 1NS,Yes,51.517643,-0.126223,530109,181522,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",29,16,"Greater London","Camden","Camden 028C","Urban major conurbation",London,33,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1NT,Yes,51.517251,-0.125865,530135,181479,TQ301814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",22,6,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 1NU,Yes,51.517019,-0.123586,530294,181457,TQ302814,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2017-07-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,38,1,E01000918,,E02000193,"Camden 028",E43000197,E00004560,E14000750,9145,5,0,2018-08-21
WC1A 1WQ,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2007-07-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
WC1A 1WZ,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2003-02-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
WC1A 1YA,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2004-01-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
WC1A 1YT,Yes,51.524565,-0.112042,531073,182317,TQ310823,"Greater London","Islington","Clerkenwell",E09000019,E05000370,England,E11000009,"Islington South and Finsbury",2003-02-01,,"Islington, unparished area","",,,"Greater London","Islington","Islington 022F","Urban major conurbation",London,30,1,E01002726,,E02000575,"Islington 022",E43000209,E00013578,E14000764,8742,1,1,2018-08-21
WC1A 2AE,Yes,51.518775,-0.124462,530228,181651,TQ302816,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2014-09-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 2AH,Yes,51.517656,-0.122533,530365,181530,TQ303815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",16,11,"Greater London","Camden","Camden 028C","Urban major conurbation",London,38,1,E01000918,,E02000193,"Camden 028",E43000197,E00004560,E14000750,9145,1,0,2018-08-21
WC1A 2AJ,Yes,51.517845,-0.121977,530403,181552,TQ304815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",1,1,"Greater London","Camden","Camden 028C","Urban major conurbation",London,37,1,E01000918,,E02000193,"Camden 028",E43000197,E00004560,E14000750,9145,1,0,2018-08-21
WC1A 2AL,Yes,51.517607,-0.121699,530423,181526,TQ304815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,36,1,E01000918,,E02000193,"Camden 028",E43000197,E00004525,E14000750,9145,1,0,2018-08-21
WC1A 2BP,Yes,51.518112,-0.122229,530385,181581,TQ303815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,37,1,E01000918,,E02000193,"Camden 028",E43000197,E00004558,E14000750,9145,1,0,2018-08-21
WC1A 2DA,Yes,51.518192,-0.121704,530421,181591,TQ304815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",2,1,"Greater London","Camden","Camden 028B","Urban major conurbation",London,38,1,E01000914,,E02000193,"Camden 028",E43000197,E00004554,E14000750,16853,1,0,2018-08-21
WC1A 2DB,Yes,51.518066,-0.121611,530428,181577,TQ304815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",2,1,"Greater London","Camden","Camden 028B","Urban major conurbation",London,37,1,E01000914,,E02000193,"Camden 028",E43000197,E00004554,E14000750,16853,1,0,2018-08-21
WC1A 2EA,Yes,51.517847,-0.121361,530446,181553,TQ304815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",2,1,"Greater London","Camden","Camden 028B","Urban major conurbation",London,37,1,E01000914,,E02000193,"Camden 028",E43000197,E00004554,E14000750,16853,1,0,2018-08-21
WC1A 2EB,Yes,51.519206,-0.122152,530387,181703,TQ303817,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2003-07-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028B","Urban major conurbation",London,40,1,E01000914,,E02000193,"Camden 028",E43000197,E00004554,E14000750,16853,1,1,2018-08-21
WC1A 2ED,Yes,51.517907,-0.122465,530369,181558,TQ303815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2008-04-01,,"Camden, unparished area","",34,18,"Greater London","Camden","Camden 028C","Urban major conurbation",London,38,1,E01000918,,E02000193,"Camden 028",E43000197,E00004558,E14000750,9145,1,0,2018-08-21
WC1A 2EP,Yes,51.518681,-0.121381,530442,181646,TQ304816,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028B","Urban major conurbation",London,40,1,E01000914,,E02000193,"Camden 028",E43000197,E00004554,E14000750,16853,1,0,2018-08-21
WC1A 2HH,Yes,51.517686,-0.126049,530121,181527,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,33,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 2HL,Yes,51.518247,-0.124627,530218,181592,TQ302815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",39,15,"Greater London","Camden","Camden 028C","Urban major conurbation",London,36,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 2HN,Yes,51.517998,-0.125358,530168,181563,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 2HR,Yes,51.517487,-0.125901,530132,181505,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",54,22,"Greater London","Camden","Camden 028C","Urban major conurbation",London,34,1,E01000918,,E02000193,"Camden 028",E43000197,E00004561,E14000750,9145,1,0,2018-08-21
WC1A 2HS,Yes,51.518083,-0.125009,530192,181573,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",2000-12-01,,"Camden, unparished area","",8,7,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 2JA,Yes,51.518092,-0.124475,530229,181575,TQ302815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",13,7,"Greater London","Camden","Camden 028C","Urban major conurbation",London,36,1,E01000918,,E02000193,"Camden 028",E43000197,E00004558,E14000750,9145,1,0,2018-08-21
WC1A 2JB,Yes,51.518371,-0.124478,530228,181606,TQ302816,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",12,5,"Greater London","Camden","Camden 028C","Urban major conurbation",London,36,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 2JD,Yes,51.518181,-0.124976,530194,181584,TQ301815,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",44,16,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 2JH,Yes,51.518538,-0.124832,530203,181624,TQ302816,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",,,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004559,E14000750,9145,1,0,2018-08-21
WC1A 2JL,Yes,51.518557,-0.124312,530239,181627,TQ302816,"Greater London","Camden","Holborn and Covent Garden",E09000007,E05000138,England,E11000009,"Holborn and St Pancras",1980-01-01,,"Camden, unparished area","",3,2,"Greater London","Camden","Camden 028C","Urban major conurbation",London,35,1,E01000918,,E02000193,"Camden 028",E43000197,E00004558,E14000750,9145,1,0,2018-08-21
